case_id,first_name,last_name,date_of_birth,gender,race,height_cm,weight_kg,eye_color,hair_color,missing_city,missing_state,missing_date,missing_age,recovery_status,recovery_date,circumstance,reporter_type,last_seen_location
C00147,Riya,Gupta,2021-01-14,Female,African,157,15,Hazel,Brown,Bangalore,Gujarat,2024-02-02,4,Found,2024-03-03,Separated in a crowd,Teacher,"Near bus stop, Kolkata"
C00148,Aditya,Mehta,2020-08-04,Female,Caucasian,148,42,Blue,Grey,Kolkata,Karnataka,2021-04-23,5,Still Missing,,Last seen near park,NGO,"Near market, Kolkata"
C00149,Vivaan,Nair,2016-05-08,Male,African,100,21,Brown,Grey,Mumbai,Delhi,2025-03-19,9,Still Missing,,Abducted by unknown person,Police,"Near school, Lucknow"
C00150,Riya,Gupta,2021-09-03,Female,Hispanic,92,47,Black,Brown,Pune,West Bengal,2021-06-09,4,Found,2021-08-27,Separated in a crowd,Police,"Near school, Jaipur"
C00151,Diya,Singh,2014-12-24,Female,Caucasian,99,32,Black,Grey,Mumbai,Telangana,2025-04-16,10,Still Missing,,Missing after school,Parent,"Near temple, Mumbai"
C00152,Aditya,Kumar,2013-09-22,Female,African,114,23,Green,Blonde,Delhi,Delhi,2021-11-28,12,Still Missing,,Abducted by unknown person,Parent,"Near temple, Jaipur"
C00153,Ishaan,Das,2018-12-09,Male,Caucasian,137,32,Black,Red,Jaipur,Gujarat,2025-05-17,6,Still Missing,,Abducted by unknown person,Teacher,"Near bus stop, Lucknow"
C00154,Diya,Gupta,2013-11-04,Male,Caucasian,150,47,Hazel,Grey,Ahmedabad,Maharashtra,2024-06-23,11,Found,2024-09-08,Lost during travel,Parent,"Near temple, Delhi"
C00155,Aisha,Sharma,2022-04-30,Female,Caucasian,133,38,Black,Grey,Jaipur,Uttar Pradesh,2023-04-04,3,Found,2023-09-14,Abducted by unknown person,Teacher,"Near mall, Ahmedabad"
C00156,Diya,Sharma,2013-02-03,Male,Mixed,113,15,Green,Red,Kolkata,West Bengal,2024-02-06,12,Found,2024-04-07,Abducted by unknown person,Police,"Near school, Hyderabad"
C00157,Aditya,Nair,2015-09-15,Female,Asian,120,22,Brown,Brown,Mumbai,Gujarat,2023-01-11,10,Still Missing,,Wandered away from home,Teacher,"Near bus stop, Chennai"
C00158,Riya,Reddy,2020-08-21,Male,Caucasian,132,36,Brown,Red,Ahmedabad,Tamil Nadu,2024-03-10,5,Still Missing,,Separated in a crowd,Relative,"Near market, Pune"
C00159,Diya,Gupta,2021-12-24,Female,Mixed,145,41,Blue,Blonde,Ahmedabad,West Bengal,2024-08-13,3,Still Missing,,Separated in a crowd,Teacher,"Near school, Mumbai"
C00160,Aarav,Joshi,2021-10-25,Female,Hispanic,106,44,Brown,Grey,Pune,Delhi,2025-04-02,3,Found,2025-07-23,Lost during travel,Police,"Near bus stop, Hyderabad"
C00161,Diya,Nair,2020-08-12,Female,Asian,110,44,Black,Red,Pune,Telangana,2022-12-11,5,Still Missing,,Lost during travel,Relative,"Near bus stop, Hyderabad"
C00162,Ananya,Kumar,2017-12-26,Female,Mixed,120,49,Hazel,Brown,Delhi,West Bengal,2021-10-09,7,Still Missing,,Missing after school,Parent,"Near temple, Jaipur"
C00163,Diya,Reddy,2020-09-28,Male,African,158,41,Green,Grey,Mumbai,Gujarat,2022-08-18,5,Still Missing,,Lost during travel,Police,"Near mall, Hyderabad"
C00164,Arjun,Patel,2020-07-11,Female,African,126,15,Hazel,Black,Hyderabad,Rajasthan,2025-06-05,5,Found,2025-09-07,Wandered away from home,Relative,"Near bus stop, Pune"
C00165,Aditya,Kumar,2017-06-20,Male,Caucasian,139,34,Blue,Grey,Kolkata,Telangana,2022-03-20,8,Found,2022-08-27,Wandered away from home,Relative,"Near market, Delhi"
C00166,Vivaan,Sharma,2018-05-06,Female,Hispanic,115,35,Green,Brown,Ahmedabad,Uttar Pradesh,2025-02-22,7,Found,2025-03-10,Last seen near park,Teacher,"Near school, Hyderabad"
C00167,Aisha,Das,2017-08-04,Female,Caucasian,120,32,Blue,Black,Lucknow,Maharashtra,2023-08-24,8,Found,2023-12-03,Wandered away from home,Teacher,"Near market, Ahmedabad"
C00168,Vivaan,Sharma,2015-12-05,Male,Hispanic,94,46,Brown,Red,Kolkata,Tamil Nadu,2023-09-17,9,Still Missing,,Abducted by unknown person,Relative,"Near mall, Delhi"
C00169,Aarav,Gupta,2021-04-30,Male,Hispanic,130,31,Black,Blonde,Hyderabad,Delhi,2025-08-30,4,Still Missing,,Lost during travel,Police,"Near market, Mumbai"
C00170,Aarav,Joshi,2018-01-23,Female,Caucasian,128,21,Black,Grey,Ahmedabad,West Bengal,2021-05-18,7,Still Missing,,Missing after school,Parent,"Near school, Chennai"
C00171,Kabir,Patel,2016-07-18,Female,Mixed,100,24,Green,Blonde,Delhi,Tamil Nadu,2022-11-15,9,Still Missing,,Missing after school,Relative,"Near school, Kolkata"
C00172,Aarav,Das,2016-05-13,Male,Asian,121,47,Hazel,Blonde,Mumbai,Rajasthan,2025-06-11,9,Found,2025-11-22,Missing after school,Teacher,"Near bus stop, Pune"
C00173,Vivaan,Kumar,2019-02-01,Female,Mixed,146,36,Black,Red,Delhi,Karnataka,2022-10-08,6,Still Missing,,Missing after school,NGO,"Near market, Pune"
C00174,Diya,Kumar,2018-05-02,Male,African,126,39,Green,Black,Mumbai,Tamil Nadu,2022-11-12,7,Still Missing,,Separated in a crowd,Police,"Near school, Mumbai"
C00175,Arjun,Das,2014-05-28,Female,African,151,16,Green,Red,Jaipur,Gujarat,2023-04-02,11,Still Missing,,Separated in a crowd,Parent,"Near bus stop, Kolkata"
C00176,Ananya,Das,2018-09-01,Male,Hispanic,128,27,Green,Black,Ahmedabad,Maharashtra,2021-06-02,7,Found,2021-10-23,Last seen near park,Teacher,"Near bus stop, Delhi"
C00177,Diya,Patel,2013-08-08,Female,African,94,48,Hazel,Brown,Jaipur,Maharashtra,2021-07-09,12,Still Missing,,Separated in a crowd,Police,"Near mall, Lucknow"
C00178,Aditya,Reddy,2014-10-26,Male,Caucasian,102,33,Blue,Blonde,Bangalore,Rajasthan,2023-05-01,10,Still Missing,,Lost during travel,NGO,"Near bus stop, Chennai"
C00179,Aisha,Patel,2018-11-07,Female,Caucasian,149,21,Blue,Black,Lucknow,Delhi,2022-03-06,6,Still Missing,,Wandered away from home,Relative,"Near school, Bangalore"
C00180,Diya,Nair,2017-06-01,Female,Asian,138,49,Green,Brown,Pune,Gujarat,2024-01-09,8,Still Missing,,Separated in a crowd,NGO,"Near mall, Ahmedabad"
C00181,Aarav,Nair,2021-10-29,Male,Hispanic,117,40,Brown,Blonde,Ahmedabad,Rajasthan,2022-06-21,3,Found,2022-08-17,Lost during travel,Parent,"Near temple, Ahmedabad"
C00182,Aisha,Das,2013-01-20,Male,Mixed,142,34,Hazel,Red,Mumbai,Tamil Nadu,2022-03-05,12,Still Missing,,Missing after school,Teacher,"Near school, Chennai"
C00183,Vivaan,Singh,2013-08-02,Male,Caucasian,143,48,Green,Blonde,Lucknow,West Bengal,2021-03-25,12,Found,2021-05-23,Separated in a crowd,Parent,"Near bus stop, Bangalore"
C00184,Aditya,Reddy,2017-06-06,Female,African,109,39,Hazel,Black,Mumbai,West Bengal,2020-11-12,8,Still Missing,,Wandered away from home,Relative,"Near market, Lucknow"
C00185,Kabir,Das,2022-07-17,Female,African,153,45,Hazel,Brown,Delhi,Telangana,2021-05-28,3,Still Missing,,Wandered away from home,NGO,"Near mall, Mumbai"
C00186,Aisha,Patel,2021-01-09,Male,Mixed,137,18,Hazel,Brown,Lucknow,Delhi,2023-01-11,4,Still Missing,,Wandered away from home,NGO,"Near bus stop, Pune"
C00187,Aisha,Mehta,2016-08-21,Female,Asian,147,15,Blue,Brown,Delhi,Karnataka,2024-08-31,9,Found,2025-01-29,Separated in a crowd,Parent,"Near mall, Kolkata"
C00188,Arjun,Singh,2013-12-23,Female,Caucasian,98,37,Green,Black,Mumbai,Uttar Pradesh,2023-11-10,11,Still Missing,,Separated in a crowd,Relative,"Near school, Bangalore"
C00189,Aarav,Joshi,2013-07-29,Male,Caucasian,91,24,Blue,Black,Kolkata,Delhi,2025-03-06,12,Still Missing,,Missing after school,NGO,"Near school, Chennai"
C00190,Diya,Nair,2017-02-22,Male,Asian,101,21,Blue,Brown,Bangalore,Rajasthan,2021-06-24,8,Still Missing,,Last seen near park,Parent,"Near market, Ahmedabad"
C00191,Riya,Kumar,2019-01-17,Male,Mixed,118,16,Blue,Blonde,Lucknow,Uttar Pradesh,2021-08-15,6,Found,2021-10-19,Wandered away from home,Parent,"Near temple, Chennai"
C00192,Aditya,Reddy,2014-03-01,Male,Hispanic,107,25,Brown,Brown,Jaipur,Karnataka,2022-09-28,11,Found,2022-11-14,Wandered away from home,Relative,"Near school, Hyderabad"
C00193,Aisha,Gupta,2022-07-20,Male,Caucasian,121,38,Green,Blonde,Pune,Delhi,2022-06-23,3,Found,2022-12-09,Lost during travel,Teacher,"Near market, Chennai"
C00194,Aditya,Kumar,2017-10-17,Female,African,129,23,Blue,Blonde,Hyderabad,Delhi,2022-12-13,7,Found,2023-03-15,Last seen near park,Parent,"Near bus stop, Delhi"
C00195,Ishaan,Das,2021-03-26,Male,Mixed,131,26,Black,Red,Chennai,Maharashtra,2021-10-31,4,Found,2022-03-01,Missing after school,Teacher,"Near temple, Jaipur"
C00196,Aisha,Nair,2019-08-31,Male,Asian,112,28,Green,Red,Jaipur,Tamil Nadu,2023-10-11,6,Still Missing,,Separated in a crowd,Teacher,"Near temple, Kolkata"
C00197,Arjun,Das,2017-12-05,Male,Caucasian,151,33,Black,Grey,Delhi,Uttar Pradesh,2021-09-03,7,Found,2021-09-15,Separated in a crowd,NGO,"Near school, Hyderabad"
C00198,Diya,Das,2017-07-08,Male,African,142,23,Brown,Black,Jaipur,Karnataka,2025-07-04,8,Found,2025-09-10,Abducted by unknown person,Police,"Near temple, Lucknow"
C00199,Vivaan,Nair,2022-01-03,Male,Mixed,148,22,Black,Grey,Lucknow,Gujarat,2024-07-27,3,Still Missing,,Last seen near park,NGO,"Near market, Delhi"
C00200,Aditya,Kumar,2013-03-15,Male,Mixed,111,31,Blue,Black,Bangalore,Rajasthan,2025-06-28,12,Found,2025-07-28,Wandered away from home,Police,"Near temple, Lucknow"
C00201,Riya,Reddy,2020-08-14,Female,Hispanic,151,41,Black,Brown,Jaipur,Tamil Nadu,2023-05-09,5,Found,2023-08-29,Lost during travel,Police,"Near temple, Bangalore"
C00202,Ishaan,Patel,2021-12-18,Male,Mixed,139,28,Green,Black,Bangalore,Delhi,2024-05-27,3,Found,2024-10-11,Last seen near park,Parent,"Near market, Mumbai"
C00203,Ananya,Reddy,2019-12-15,Male,African,107,22,Brown,Black,Delhi,West Bengal,2024-11-12,5,Still Missing,,Separated in a crowd,Parent,"Near mall, Pune"
C00204,Ishaan,Singh,2020-11-12,Female,Hispanic,90,37,Hazel,Red,Kolkata,Delhi,2023-05-31,4,Found,2023-06-05,Missing after school,Teacher,"Near bus stop, Chennai"
C00205,Arjun,Patel,2020-11-17,Female,Mixed,96,43,Brown,Black,Pune,Uttar Pradesh,2024-07-23,4,Still Missing,,Separated in a crowd,Police,"Near mall, Ahmedabad"
C00206,Aisha,Kumar,2017-07-29,Female,Asian,122,16,Hazel,Blonde,Mumbai,Karnataka,2024-07-18,8,Found,2024-09-17,Abducted by unknown person,Teacher,"Near temple, Bangalore"
C00207,Kabir,Singh,2013-11-19,Male,Asian,135,47,Black,Brown,Mumbai,Tamil Nadu,2024-10-13,11,Found,2025-04-11,Last seen near park,Teacher,"Near bus stop, Chennai"
C00208,Aditya,Reddy,2016-04-13,Male,Hispanic,151,49,Brown,Red,Delhi,Delhi,2022-12-14,9,Still Missing,,Wandered away from home,Police,"Near school, Pune"
C00209,Riya,Mehta,2015-04-09,Female,Hispanic,152,37,Brown,Grey,Mumbai,Gujarat,2020-12-07,10,Still Missing,,Last seen near park,NGO,"Near mall, Bangalore"
C00210,Arjun,Reddy,2020-07-22,Male,Hispanic,113,20,Blue,Red,Jaipur,West Bengal,2022-03-23,5,Still Missing,,Abducted by unknown person,Relative,"Near bus stop, Pune"
C00211,Riya,Nair,2019-08-01,Female,Mixed,150,19,Brown,Black,Jaipur,Rajasthan,2021-09-25,6,Still Missing,,Lost during travel,Teacher,"Near market, Pune"
C00212,Ananya,Singh,2022-07-01,Male,African,120,16,Black,Blonde,Bangalore,Uttar Pradesh,2025-07-22,3,Still Missing,,Separated in a crowd,Police,"Near bus stop, Kolkata"
C00213,Aisha,Patel,2022-09-29,Male,Hispanic,138,26,Blue,Red,Mumbai,Rajasthan,2022-11-06,3,Found,2023-03-14,Abducted by unknown person,Police,"Near temple, Lucknow"
C00214,Kabir,Gupta,2012-10-30,Male,Hispanic,124,39,Brown,Grey,Ahmedabad,Tamil Nadu,2021-11-04,12,Found,2021-11-27,Last seen near park,Police,"Near school, Lucknow"
C00215,Kabir,Kumar,2021-08-21,Male,Hispanic,146,23,Blue,Brown,Hyderabad,Tamil Nadu,2021-02-13,4,Found,2021-07-31,Lost during travel,Teacher,"Near mall, Chennai"
C00216,Diya,Reddy,2020-01-20,Female,Hispanic,110,48,Hazel,Blonde,Mumbai,West Bengal,2025-06-22,5,Still Missing,,Wandered away from home,NGO,"Near bus stop, Ahmedabad"
C00217,Aditya,Das,2018-05-06,Female,Asian,100,46,Black,Grey,Mumbai,Maharashtra,2024-05-11,7,Found,2024-10-01,Missing after school,Relative,"Near market, Chennai"
C00218,Vivaan,Patel,2021-11-22,Female,Hispanic,109,26,Black,Grey,Kolkata,Delhi,2024-02-18,3,Found,2024-08-13,Wandered away from home,Parent,"Near bus stop, Bangalore"
C00219,Diya,Reddy,2022-06-29,Female,Asian,99,15,Hazel,Blonde,Kolkata,Gujarat,2024-08-16,3,Found,2024-09-24,Lost during travel,Police,"Near mall, Bangalore"
C00220,Arjun,Patel,2018-05-26,Male,Asian,123,37,Brown,Grey,Lucknow,Uttar Pradesh,2024-04-13,7,Still Missing,,Separated in a crowd,Police,"Near market, Pune"
C00221,Ishaan,Sharma,2021-03-06,Male,Hispanic,122,20,Brown,Black,Hyderabad,West Bengal,2021-01-19,4,Still Missing,,Missing after school,NGO,"Near mall, Pune"
C00222,Aditya,Kumar,2014-09-06,Male,Asian,97,22,Blue,Blonde,Chennai,Tamil Nadu,2025-08-22,11,Found,2025-10-24,Wandered away from home,Police,"Near mall, Ahmedabad"
C00223,Arjun,Joshi,2015-09-02,Male,African,132,25,Green,Red,Mumbai,Karnataka,2022-05-22,10,Still Missing,,Last seen near park,Relative,"Near bus stop, Hyderabad"
C00224,Ananya,Das,2020-02-14,Male,Caucasian,108,21,Blue,Grey,Kolkata,Telangana,2021-06-01,5,Still Missing,,Missing after school,Parent,"Near temple, Lucknow"
C00225,Diya,Sharma,2014-06-09,Female,Caucasian,129,32,Blue,Black,Chennai,Rajasthan,2021-11-14,11,Found,2022-01-12,Abducted by unknown person,Relative,"Near bus stop, Delhi"
C00226,Riya,Patel,2022-05-18,Female,Asian,137,20,Brown,Grey,Bangalore,Delhi,2023-12-31,3,Still Missing,,Lost during travel,Police,"Near bus stop, Delhi"
C00227,Vivaan,Nair,2015-06-24,Male,Mixed,101,33,Black,Grey,Delhi,West Bengal,2023-01-03,10,Found,2023-02-16,Lost during travel,Relative,"Near bus stop, Chennai"
C00228,Riya,Joshi,2020-10-23,Male,Hispanic,154,45,Green,Grey,Pune,West Bengal,2022-04-01,4,Still Missing,,Missing after school,Police,"Near market, Ahmedabad"
C00229,Kabir,Singh,2014-08-16,Male,Mixed,141,46,Green,Brown,Delhi,Uttar Pradesh,2024-09-12,11,Still Missing,,Last seen near park,Police,"Near market, Kolkata"
C00230,Ishaan,Patel,2014-04-06,Male,Asian,140,20,Green,Grey,Kolkata,Karnataka,2025-03-14,11,Found,2025-03-31,Wandered away from home,Parent,"Near bus stop, Bangalore"
C00231,Vivaan,Patel,2015-02-20,Female,Caucasian,119,34,Brown,Grey,Hyderabad,Karnataka,2022-06-03,10,Found,2022-09-06,Last seen near park,Police,"Near temple, Lucknow"
C00232,Aditya,Reddy,2017-02-04,Male,Hispanic,113,28,Hazel,Brown,Chennai,West Bengal,2021-04-23,8,Still Missing,,Abducted by unknown person,Parent,"Near school, Lucknow"
C00233,Riya,Reddy,2016-05-16,Male,Asian,126,36,Hazel,Red,Chennai,West Bengal,2022-08-25,9,Still Missing,,Last seen near park,Teacher,"Near mall, Jaipur"
C00234,Aarav,Singh,2017-11-04,Male,Caucasian,99,18,Black,Red,Lucknow,West Bengal,2023-04-25,7,Found,2023-07-01,Wandered away from home,Parent,"Near temple, Ahmedabad"
C00235,Kabir,Patel,2013-08-15,Male,African,120,33,Black,Black,Ahmedabad,Karnataka,2023-08-22,12,Still Missing,,Lost during travel,Relative,"Near school, Delhi"
C00236,Aarav,Das,2022-02-12,Male,Asian,92,34,Hazel,Black,Lucknow,Tamil Nadu,2025-02-26,3,Still Missing,,Last seen near park,Police,"Near school, Ahmedabad"
C00237,Ishaan,Singh,2015-09-08,Female,Mixed,132,34,Blue,Black,Lucknow,Karnataka,2021-06-18,10,Still Missing,,Last seen near park,Relative,"Near temple, Lucknow"
C00238,Vivaan,Mehta,2017-11-24,Female,Asian,113,31,Blue,Red,Jaipur,Delhi,2024-03-21,7,Still Missing,,Wandered away from home,Police,"Near market, Jaipur"
C00239,Aisha,Kumar,2021-02-08,Male,Mixed,133,32,Black,Brown,Ahmedabad,West Bengal,2021-06-01,4,Still Missing,,Abducted by unknown person,Police,"Near market, Bangalore"
C00240,Aarav,Kumar,2022-01-08,Female,Asian,91,36,Brown,Black,Hyderabad,Maharashtra,2024-01-21,3,Still Missing,,Lost during travel,Relative,"Near temple, Jaipur"
C00241,Aarav,Patel,2018-08-31,Male,Hispanic,92,16,Hazel,Blonde,Lucknow,West Bengal,2025-05-30,7,Still Missing,,Last seen near park,Police,"Near temple, Mumbai"
C00242,Vivaan,Patel,2015-04-20,Male,Asian,148,25,Black,Blonde,Bangalore,Rajasthan,2025-09-06,10,Found,2025-12-30,Missing after school,Parent,"Near school, Ahmedabad"
C00243,Arjun,Sharma,2015-04-06,Male,Caucasian,160,27,Brown,Black,Mumbai,Gujarat,2025-05-03,10,Still Missing,,Missing after school,NGO,"Near temple, Jaipur"
C00244,Kabir,Reddy,2020-01-25,Male,Mixed,155,39,Hazel,Black,Pune,West Bengal,2025-01-27,5,Found,2025-03-12,Missing after school,Teacher,"Near bus stop, Ahmedabad"
C00245,Aisha,Das,2014-12-24,Female,Hispanic,92,21,Blue,Red,Pune,Maharashtra,2023-04-03,10,Found,2023-07-24,Separated in a crowd,Teacher,"Near market, Kolkata"
C00246,Aisha,Nair,2013-09-10,Female,Asian,115,17,Blue,Blonde,Delhi,Delhi,2021-03-04,12,Found,2021-05-09,Lost during travel,Teacher,"Near market, Kolkata"
C00247,Riya,Gupta,2020-10-26,Male,Asian,103,20,Black,Black,Pune,Delhi,2025-07-26,4,Still Missing,,Lost during travel,Parent,"Near market, Mumbai"
C00248,Riya,Das,2013-03-17,Female,Caucasian,92,43,Hazel,Black,Ahmedabad,Karnataka,2025-09-18,12,Found,2026-01-15,Missing after school,Relative,"Near temple, Hyderabad"
C00249,Vivaan,Mehta,2022-09-14,Male,Asian,131,40,Brown,Red,Pune,West Bengal,2022-11-11,3,Still Missing,,Separated in a crowd,NGO,"Near mall, Jaipur"
C00250,Aditya,Singh,2016-03-02,Male,African,139,38,Green,Brown,Ahmedabad,Gujarat,2022-02-28,9,Found,2022-05-31,Last seen near park,Parent,"Near market, Jaipur"
C00251,Aditya,Patel,2022-03-28,Male,Asian,135,42,Blue,Blonde,Bangalore,West Bengal,2025-04-04,3,Still Missing,,Separated in a crowd,NGO,"Near bus stop, Chennai"
C00252,Diya,Sharma,2016-05-31,Female,Mixed,133,22,Brown,Blonde,Jaipur,Delhi,2024-07-23,9,Still Missing,,Lost during travel,Police,"Near market, Pune"
C00253,Aisha,Singh,2018-05-16,Male,African,94,37,Brown,Grey,Kolkata,Uttar Pradesh,2023-02-01,7,Found,2023-03-18,Last seen near park,Parent,"Near market, Bangalore"
C00254,Riya,Reddy,2016-07-25,Male,African,99,16,Hazel,Red,Jaipur,Gujarat,2024-02-15,9,Still Missing,,Missing after school,Parent,"Near mall, Pune"
C00255,Riya,Kumar,2017-12-25,Male,Asian,157,31,Hazel,Blonde,Delhi,Tamil Nadu,2021-08-24,7,Found,2022-01-24,Abducted by unknown person,NGO,"Near temple, Pune"
C00256,Riya,Nair,2020-06-13,Male,Caucasian,159,22,Brown,Brown,Delhi,Tamil Nadu,2025-01-08,5,Still Missing,,Abducted by unknown person,Relative,"Near bus stop, Delhi"
C00257,Diya,Patel,2013-07-02,Female,Hispanic,102,45,Black,Brown,Delhi,Uttar Pradesh,2023-07-28,12,Found,2024-01-08,Abducted by unknown person,Relative,"Near bus stop, Lucknow"
C00258,Vivaan,Gupta,2019-08-26,Female,Caucasian,136,50,Brown,Brown,Chennai,Gujarat,2020-11-04,6,Still Missing,,Lost during travel,Teacher,"Near school, Hyderabad"
C00259,Aarav,Das,2021-10-04,Male,African,95,33,Blue,Grey,Pune,Delhi,2022-07-05,4,Still Missing,,Wandered away from home,Police,"Near temple, Delhi"
C00260,Diya,Reddy,2017-02-20,Female,African,147,39,Blue,Blonde,Delhi,Delhi,2021-08-16,8,Found,2021-11-27,Lost during travel,Police,"Near temple, Ahmedabad"
C00261,Aisha,Reddy,2022-06-30,Female,African,94,40,Hazel,Blonde,Mumbai,Karnataka,2025-01-30,3,Still Missing,,Last seen near park,Police,"Near mall, Mumbai"
C00262,Kabir,Das,2021-07-11,Female,Asian,106,20,Black,Black,Delhi,Telangana,2020-11-29,4,Still Missing,,Abducted by unknown person,Teacher,"Near bus stop, Hyderabad"
C00263,Kabir,Kumar,2021-07-30,Male,Caucasian,97,23,Green,Red,Bangalore,Rajasthan,2021-03-19,4,Still Missing,,Wandered away from home,Police,"Near bus stop, Ahmedabad"
C00264,Diya,Singh,2022-02-09,Female,Mixed,100,16,Black,Black,Bangalore,Tamil Nadu,2024-03-27,3,Still Missing,,Last seen near park,Parent,"Near temple, Hyderabad"
C00265,Ishaan,Das,2020-12-01,Female,African,141,21,Green,Red,Mumbai,Uttar Pradesh,2023-07-28,4,Found,2023-11-25,Lost during travel,NGO,"Near bus stop, Hyderabad"
C00266,Ishaan,Gupta,2016-03-24,Female,Mixed,132,43,Brown,Grey,Hyderabad,Karnataka,2024-09-03,9,Still Missing,,Wandered away from home,Relative,"Near temple, Hyderabad"
C00267,Ananya,Reddy,2022-04-12,Male,Mixed,104,47,Hazel,Grey,Kolkata,Telangana,2021-05-27,3,Still Missing,,Lost during travel,Teacher,"Near market, Hyderabad"
C00268,Arjun,Nair,2014-11-28,Female,African,117,26,Green,Brown,Kolkata,Maharashtra,2022-05-14,10,Still Missing,,Wandered away from home,NGO,"Near temple, Chennai"
C00269,Ananya,Gupta,2015-01-15,Male,Asian,130,26,Brown,Red,Jaipur,Telangana,2023-07-01,10,Found,2023-08-07,Wandered away from home,Police,"Near market, Jaipur"
C00270,Riya,Sharma,2020-04-15,Female,African,134,36,Black,Grey,Kolkata,Telangana,2023-03-31,5,Still Missing,,Separated in a crowd,Parent,"Near market, Delhi"
C00271,Riya,Kumar,2016-09-10,Male,Mixed,117,26,Hazel,Blonde,Bangalore,Maharashtra,2023-02-22,9,Still Missing,,Last seen near park,NGO,"Near market, Ahmedabad"
C00272,Arjun,Gupta,2016-08-28,Female,Asian,97,41,Hazel,Grey,Kolkata,West Bengal,2023-07-30,9,Still Missing,,Wandered away from home,Teacher,"Near mall, Delhi"
C00273,Ishaan,Das,2019-08-12,Female,Mixed,129,17,Blue,Red,Pune,Delhi,2022-09-13,6,Still Missing,,Missing after school,Relative,"Near temple, Bangalore"
C00274,Riya,Singh,2017-08-09,Female,Hispanic,139,42,Green,Red,Lucknow,Uttar Pradesh,2021-07-23,8,Found,2022-01-12,Separated in a crowd,Police,"Near temple, Hyderabad"
C00275,Ishaan,Gupta,2013-05-24,Male,Asian,134,22,Blue,Black,Mumbai,Rajasthan,2023-06-14,12,Still Missing,,Lost during travel,NGO,"Near market, Delhi"
C00276,Kabir,Das,2015-04-22,Male,Mixed,127,17,Green,Grey,Lucknow,Delhi,2025-04-01,10,Found,2025-04-06,Lost during travel,Relative,"Near school, Jaipur"
C00277,Aarav,Sharma,2015-12-02,Female,Caucasian,93,23,Black,Blonde,Delhi,Rajasthan,2022-07-23,9,Still Missing,,Wandered away from home,Teacher,"Near school, Pune"
C00278,Arjun,Mehta,2019-08-07,Female,Caucasian,145,40,Black,Brown,Mumbai,Telangana,2024-06-30,6,Still Missing,,Missing after school,Parent,"Near market, Lucknow"
C00279,Vivaan,Gupta,2019-10-13,Male,Caucasian,155,18,Brown,Grey,Mumbai,Tamil Nadu,2024-02-10,5,Found,2024-06-16,Missing after school,Parent,"Near bus stop, Delhi"
